structure,unit_cells,selectivity_(n_co2/n_n2)/(p_co2/p_n2),loading_mol_kg_co2_avg,loading_mol_kg_co2_err,loading_mol_kg_n2_avg,loading_mol_kg_n2_err,loading_mg_g_co2_avg,loading_mg_g_co2_err,loading_mg_g_n2_avg,loading_mg_g_n2_err,loading_g_L_co2_avg,loading_g_L_co2_err,loading_g_L_n2_avg,loading_g_L_n2_err,loading_num_molecules_co2_avg,loading_num_molecules_co2_err,loading_num_molecules_n2_avg,loading_num_molecules_n2_err
WARXUL_clean_pacmof,4,35.64553703703704,2.26454,0.03283,0.36,0.01089,99.6372,1.44467,10.08496,0.30494,146.57704,2.12526,14.83606,0.44859,61.35395,0.88959,9.75369,0.29492
WASMUB01_clean_pacmof,6,78.87662631752303,4.50766,0.06659,0.32384,0.01229,198.33156,2.92985,9.07193,0.34423,489.79161,7.23544,22.40368,0.8501,91.18791,1.34707,6.55117,0.24858
WAVRES_clean_pacmof,2,109.68929864098885,4.72406,0.12632,0.24405,0.00817,207.85286,5.55807,6.83672,0.22882,426.18623,11.39639,14.01817,0.46917,160.37927,4.28861,8.28541,0.2773
WAYKAK_clean_pacmof,24,55.757075447661556,3.2182,0.03817,0.32707,0.00404,141.59699,1.67934,9.16234,0.11311,304.79285,3.61484,19.72228,0.24347,77.94138,0.92438,7.92126,0.09779
WAVQUF_clean_pacmof,18,47.503045404208194,0.40372,0.01475,0.04816,0.00164,17.76328,0.64879,1.34909,0.04597,72.84653,2.66068,5.53255,0.18854,17.8946,0.65359,2.13458,0.07274
WATPIT_clean_pacmof,18,106.76325935188079,0.60271,0.0256,0.03199,0.00185,26.51865,1.12637,0.89627,0.05192,79.24042,3.36571,2.67814,0.15515,15.08552,0.64075,0.80079,0.04639
WAYMAM_clean_pacmof,24,8.009106593387049,0.26488,0.0066,0.18741,0.00324,11.65435,0.2903,5.25002,0.09078,23.92833,0.59604,10.77918,0.18639,5.77288,0.1438,4.0845,0.07063
WAVQUH_clean_pacmof,8,17.583508505586046,1.06283,0.0267,0.34252,0.00991,46.76317,1.1748,9.59508,0.27766,95.07005,2.38838,19.5069,0.56448,27.38801,0.68805,8.8263,0.25541
WAWGOQ_clean_pacmof,4,26.676739414288374,1.43014,0.03285,0.30379,0.00852,62.92427,1.44526,8.51028,0.23855,87.19023,2.00261,11.79217,0.33054,20.99522,0.48222,4.45985,0.12501
WAVRIW_clean_pacmof,2,36.288547369769155,3.33353,0.07307,0.52055,0.01159,146.67126,3.21492,14.58244,0.32456,273.59011,5.99689,27.20104,0.6054,100.44372,2.20165,15.6849,0.34909
WAVQER_clean_pacmof,8,561.1888888888889,4.84273,0.0965,0.0489,0.00397,213.07416,4.24567,1.36999,0.11135,693.97929,13.82808,4.46205,0.36266,182.88631,3.64415,1.8469,0.15011
WASVES_clean_pacmof,18,2681.7114666666666,5.91554,0.04824,0.0125,0.00107,260.27653,2.12264,0.35015,0.02984,1115.73653,9.09918,1.501,0.12792,518.76211,4.23067,1.09613,0.09341
WAXJAJ01_clean_pacmof,24,29.155782801100347,0.28679,0.01194,0.05574,0.00175,12.61821,0.52552,1.56146,0.04897,36.66197,1.5269,4.53679,0.14227,8.33268,0.34704,1.61954,0.05079
WAVQAN_clean_pacmof,8,491.39655694974846,4.76857,0.077,0.05499,0.00197,209.81148,3.38771,1.5404,0.0552,680.92155,10.99448,4.99922,0.17914,179.15199,2.89267,2.06586,0.07403
WAXHUB_clean_pacmof,27,0.547507403751234,0.00783,0.00017,0.08104,0.00181,0.34444,0.00751,2.27017,0.05057,0.98124,0.02139,6.4673,0.14406,0.25589,0.00558,2.64893,0.05901
WAVREQ_clean_pacmof,8,412.6054346828238,2.64383,0.03569,0.03631,0.00046,116.32555,1.57051,1.01725,0.01281,408.47794,5.51486,3.57209,0.04498,94.44894,1.27515,1.29725,0.01633
WAVROC_clean_pacmof,1,28.793739993093276,1.61853,0.09157,0.31853,0.00622,71.21331,4.02884,8.92314,0.17417,75.35929,4.2634,9.44263,0.18431,14.28843,0.80836,2.812,0.05489
WAZCUX_clean_pacmof,24,3811.621553884712,2.68383,0.01687,0.00399,0.00163,118.08536,0.74222,0.11172,0.04562,437.383,2.74916,0.4138,0.16897,124.99835,0.78567,0.18574,0.07585
WAVRAO_clean_pacmof,8,37.054482781984184,2.57363,0.07747,0.39358,0.01013,113.2365,3.40852,11.02559,0.28387,185.64699,5.58814,18.07605,0.4654,94.54002,2.84574,14.45789,0.37224
WAXJAJ_clean_pacmof,24,40.520103069883156,0.53651,0.0179,0.07503,0.00242,23.60586,0.78751,2.10184,0.06781,67.32893,2.24614,5.9949,0.19341,15.58859,0.52005,2.18002,0.07033
WAVQOB_clean_pacmof,1,49.1723796369927,2.07331,0.07479,0.23893,0.00982,91.22312,3.29079,6.69315,0.27514,121.10231,4.36865,8.88542,0.36526,16.55744,0.59729,1.90806,0.07844
WAVWEW_clean_pacmof,24,1523.8116609129265,2.33681,0.03992,0.00869,0.00067,102.81686,1.75625,0.24346,0.0189,452.2848,7.72562,1.07095,0.08312,89.81204,1.53411,0.33402,0.02592
WECBEN_clean_pacmof,12,7.664414414414415,0.17015,0.00544,0.1258,0.00272,7.48632,0.23929,3.52404,0.07618,14.85458,0.47481,6.99251,0.15117,3.22466,0.10307,2.38413,0.05154
WECJIZ_clean_pacmof,8,48.45653089148511,1.62489,0.01785,0.19002,0.00086,71.49323,0.78545,5.32325,0.02416,144.54221,1.58799,10.76234,0.04885,94.34153,1.03646,11.03288,0.05007
WECBAJ_clean_pacmof,18,48.613888888888894,0.52503,0.01496,0.0612,0.00185,23.10067,0.65835,1.71456,0.05169,85.53108,2.43755,6.34821,0.1914,24.12555,0.68755,2.81241,0.08479
WECBOX_clean_pacmof,6,37.588661624842445,0.77185,0.01296,0.11636,0.00122,33.96052,0.57022,3.25959,0.03415,103.73763,1.74183,9.95693,0.10431,17.77915,0.29852,2.68024,0.02808
WECFAN_clean_pacmof,16,58.9941251596424,1.76618,0.05753,0.16965,0.00459,77.70978,2.53135,4.75242,0.12854,187.07649,6.09391,11.44085,0.30945,38.90817,1.26741,3.73726,0.10108
WEBQIF_clean_pacmof,8,26.760356174990324,0.32528,0.00751,0.06888,0.00188,14.31211,0.33044,1.92963,0.05278,56.6543,1.30804,7.63843,0.20894,8.00995,0.18494,1.69619,0.0464
WEBREC_clean_pacmof,18,81.1200412158681,2.7786,0.06613,0.1941,0.00727,122.25523,2.90979,5.43741,0.20378,298.82039,7.11222,13.29029,0.49809,98.38805,2.34173,6.87291,0.25758
WEBKAR_clean_pacmof,1,124.5363935899356,5.86962,0.0578,0.26708,0.00734,258.25625,2.54314,7.48176,0.20551,483.13212,4.75756,13.99649,0.38445,95.81455,0.94352,4.35972,0.11975
WAZQUL_clean_pacmof,12,854.5584255842557,7.76492,0.20966,0.05149,0.00668,341.64699,9.22481,1.44232,0.18715,784.41353,21.17994,3.31153,0.42969,180.93907,4.88553,1.19975,0.15567
WEBQOL_clean_pacmof,18,15.145635412364037,0.25883,0.0103,0.09684,0.00262,11.38799,0.45304,2.71295,0.07341,44.72306,1.77917,10.65434,0.28828,7.17011,0.28524,2.68284,0.07259
WEBJIY_clean_pacmof,3,110.13740370242611,3.94415,0.074,0.20293,0.00624,173.53802,3.25583,5.68467,0.1748,342.64912,6.4286,11.22432,0.34514,148.80706,2.79184,7.65611,0.23542
WEBJUK_clean_pacmof,3,87.52404901891336,4.36086,0.17934,0.28234,0.00623,191.87265,7.89053,7.9094,0.17448,337.39908,13.87512,13.9083,0.30682,146.73935,6.03448,9.50059,0.20959
WEBROK_clean_pacmof,36,1218.8559077809798,1.49274,0.03213,0.00694,0.0021,65.67875,1.41376,0.19445,0.05896,357.56778,7.6968,1.05863,0.32101,65.94245,1.41944,0.30664,0.09298
WAZRAS_clean_pacmof,12,768.1521726941406,8.05882,0.19724,0.05945,0.00474,354.57848,8.67844,1.66544,0.13268,798.54207,19.54461,3.75073,0.2988,187.31964,4.58472,1.38189,0.11009
WEBROK01_clean_pacmof,36,9628.510638297872,1.5972,0.02681,0.00094,0.00052,70.2748,1.17978,0.02645,0.01451,381.72369,6.40839,0.14369,0.07883,70.55696,1.18451,0.04171,0.02289
WEBKEV_clean_pacmof,1,47.6167856651128,2.8481,0.10828,0.33894,0.00441,125.31317,4.76406,9.49482,0.12362,248.64117,9.45264,18.83924,0.24528,49.31089,1.87466,5.86823,0.0764
WECFAN01_clean_pacmof,16,129.72050561797752,1.95588,0.07975,0.08544,0.00315,86.05617,3.50892,2.39344,0.08823,227.76847,9.28721,6.33481,0.23351,43.08709,1.75687,1.88218,0.06938
WAZQIZ_clean_pacmof,18,202.84602933737983,4.71796,0.03511,0.1318,0.00831,207.58452,1.54493,3.69222,0.23273,508.69554,3.78593,9.04796,0.57033,168.9324,1.25727,4.71932,0.29748
WEBKOD_clean_pacmof,18,23.781940855584264,1.26685,0.02901,0.30186,0.00421,55.73993,1.2766,8.45619,0.11788,142.23428,3.25755,21.57806,0.30079,43.22361,0.98994,10.29919,0.14357
WEBJOE_clean_pacmof,3,29.351800688284623,1.42484,0.09018,0.27508,0.00937,62.69115,3.96787,7.70587,0.26237,86.4944,5.47444,10.63171,0.36199,37.50418,2.37373,7.2405,0.24653
WECSAZ01_clean_pacmof,36,420.0289022373117,2.83816,0.04368,0.03829,0.00499,124.87562,1.9219,1.07257,0.13965,397.45241,6.11699,3.41376,0.44449,81.3585,1.25215,1.09755,0.14291
WEDQED_clean_pacmof,8,44.03540515854029,1.78662,0.01781,0.22991,0.00573,78.60905,0.78357,6.44053,0.16048,204.38387,2.03728,16.74541,0.41726,30.88757,0.30788,3.97472,0.09904
WEGGAS_clean_pacmof,18,104.90195241651551,1.73514,0.0228,0.09373,0.00296,76.34419,1.00299,2.62568,0.08304,263.35616,3.45989,9.05751,0.28645,62.10696,0.81594,3.3549,0.1061
WEFDAO_clean_pacmof,12,8.37787356321839,0.01372,0.00161,0.00928,0.00059,0.60349,0.07062,0.25993,0.01653,2.69354,0.3152,1.16012,0.07377,1.17496,0.1375,0.79483,0.05054
WEHHEY_clean_pacmof,3,24.063510697930216,1.33837,0.0347,0.31517,0.00386,58.88683,1.52694,8.82889,0.10822,96.56312,2.50388,14.47769,0.17747,16.80098,0.43565,3.95636,0.0485
WEGKIE_clean_pacmof,1,10.840957694095767,0.54868,0.01154,0.2868,0.00384,24.14109,0.50766,8.03416,0.1076,55.49545,1.16701,18.46889,0.24736,11.08697,0.23315,5.79523,0.07762
WEHHIC_clean_pacmof,3,23.403313511622724,1.29876,0.02804,0.31447,0.00152,57.14402,1.23383,8.8093,0.04262,92.89475,2.00575,14.32062,0.06929,16.30374,0.35203,3.94759,0.0191
WEHHOI_clean_pacmof,3,23.98329779673063,1.34978,0.05921,0.31892,0.00485,59.38867,2.60515,8.93403,0.13591,96.96147,4.25333,14.58622,0.2219,16.94416,0.74328,4.00348,0.0609
WECSAZ_clean_pacmof,36,448.53189604252805,2.68011,0.05704,0.03386,0.00479,117.92148,2.50961,0.94843,0.13411,374.2607,7.96502,3.01014,0.42564,76.82777,1.63505,0.97052,0.13723
WEGFUL_clean_pacmof,18,66.99860936188078,1.50203,0.0279,0.12704,0.00642,66.08759,1.2275,3.55872,0.17973,223.20716,4.14582,12.01936,0.60702,53.01028,0.98461,4.4834,0.22643
WEHJAW_clean_pacmof,8,24.137985137126442,1.33936,0.01744,0.31443,0.00241,58.9302,0.76755,8.8082,0.06758,95.87533,1.24875,14.33033,0.10995,44.83562,0.58397,10.52559,0.08076
WEFCAN_clean_pacmof,24,49.93832670685306,3.43561,0.05047,0.38985,0.00703,151.16282,2.22063,10.9211,0.19704,249.85857,3.6705,18.05159,0.32569,101.6673,1.49352,11.53656,0.20815
WEDXAG_clean_pacmof,12,233.20414312617697,0.72842,0.02241,0.0177,0.0004,32.04956,0.98589,0.49582,0.01122,147.4028,4.53432,2.28038,0.05161,33.16776,1.02029,0.80592,0.01824
WEDWUZ_clean_pacmof,12,6327.154639175257,1.08306,0.00849,0.00097,0.00021,47.65337,0.37358,0.02712,0.006,217.12656,1.70219,0.12355,0.02735,49.2326,0.38597,0.044,0.00974
WEFZIS_clean_pacmof,32,33601.35449735449,3.73568,0.04714,0.00063,0.00052,164.36551,2.07419,0.01753,0.0147,677.657,8.5516,0.07225,0.06061,151.73729,1.91483,0.02541,0.02132
WEFDIW_clean_pacmof,12,8.360369609856262,0.01437,0.00118,0.00974,0.00151,0.63247,0.05187,0.27279,0.04228,2.82829,0.23195,1.21987,0.18907,1.22694,0.10062,0.83117,0.12882
WEFXEM_clean_pacmof,16,34.567170432134716,1.98991,0.05437,0.32621,0.00313,87.55345,2.39242,9.13833,0.08763,188.23545,5.14357,19.64695,0.18839,40.58025,1.10886,6.65246,0.06379
WEGJUP_clean_pacmof,8,564.4145977226059,5.33571,0.12109,0.05357,0.00329,234.76473,5.32771,1.50066,0.09214,582.08718,13.20979,3.72082,0.22846,260.37109,5.90882,2.61407,0.16051
WEDXEK_clean_pacmof,12,6203.3400673400665,1.08376,0.00864,0.00099,0.00017,47.68395,0.38019,0.02785,0.00465,221.94329,1.76956,0.12965,0.02165,49.70974,0.39634,0.04561,0.00762
WEHHUO_clean_pacmof,3,23.432116772891096,1.30408,0.01646,0.31537,0.00653,57.37791,0.72429,8.83452,0.18306,92.80766,1.17152,14.28967,0.2961,16.37048,0.20665,3.95889,0.08203
WELTIR_clean_pacmof,1,72.71526479750777,1.16708,0.02365,0.09095,0.00135,51.3501,1.04036,2.54775,0.0378,207.45354,4.20306,10.29287,0.1527,38.70454,0.78416,3.01614,0.04475
WEHJUQ_clean_pacmof,1,18.437449185195657,0.92043,0.04024,0.28289,0.0085,40.49797,1.7705,7.92475,0.23821,56.76078,2.48148,11.1071,0.33387,12.51746,0.54724,3.84718,0.11564
WEMCAU_clean_pacmof,27,45.07065043985596,1.1633,0.038,0.14626,0.00188,51.18361,1.67204,4.09713,0.05278,179.62978,5.86806,14.37896,0.18523,43.85649,1.43268,5.51387,0.07103
WEMCEY_clean_pacmof,12,11965.709219858156,2.97735,0.07175,0.00141,0.00053,130.99991,3.15686,0.03958,0.01484,624.18535,15.04173,0.18858,0.07072,173.45795,4.18002,0.08231,0.03087
WEHJIE_clean_pacmof,2,30.570039675849433,1.59991,0.06336,0.29657,0.00557,70.39401,2.78794,8.30809,0.15615,113.85251,4.50911,13.43717,0.25254,27.82051,1.10183,5.15708,0.09692
WEJSAH_clean_pacmof,27,,4e-05,3e-05,0.0,0.0,0.00194,0.00142,2e-05,3e-05,0.00629,0.00458,6e-05,0.0001,0.00271,0.00197,4e-05,7e-05
WEMDID_clean_pacmof,27,112.101081871345,2.25521,0.01817,0.114,0.00117,99.22664,0.79955,3.19356,0.0327,298.30345,2.40368,9.60075,0.0983,78.00737,0.62857,3.94327,0.04037
WEMFAX_clean_pacmof,27,113.57316272965879,2.23993,0.01216,0.11176,0.00218,98.55431,0.53496,3.13069,0.06117,318.00598,1.72617,10.10182,0.19738,80.62609,0.43765,4.02267,0.0786
WEMCIC_clean_pacmof,12,157.14927812585125,1.01805,0.00842,0.03671,0.00163,44.79298,0.37057,1.02827,0.04559,217.36542,1.79828,4.98984,0.22122,59.62424,0.49327,2.14978,0.09531
WEMBUN_clean_pacmof,27,119.55868544600936,2.29194,0.00962,0.10863,0.00146,100.84241,0.42334,3.04301,0.04094,344.43195,1.44595,10.39356,0.13983,84.97572,0.35673,4.02744,0.05418
WELTOX_clean_pacmof,12,53.46319444444445,0.76987,0.02113,0.0816,0.00301,33.87319,0.9298,2.28595,0.08427,130.57725,3.58425,8.81206,0.32484,39.97028,1.09716,4.23663,0.15618
WEHJEA_clean_pacmof,4,19.374604951277323,1.03857,0.0568,0.30376,0.00822,45.69569,2.49928,8.50925,0.23036,67.04202,3.6668,12.48427,0.33797,34.76646,1.90152,10.16835,0.27528
WEJWAL_clean_pacmof,16,33.99276019342785,1.45553,0.05391,0.24264,0.01452,64.04136,2.3719,6.79721,0.40683,189.25635,7.00947,20.08727,1.20226,35.23144,1.30486,5.8732,0.35152
WEHJOK_clean_pacmof,4,20.35923615050104,1.0768,0.0379,0.29971,0.00528,47.37789,1.66745,8.39582,0.14801,73.75525,2.5958,13.07015,0.23041,38.85079,1.36735,10.81337,0.19063
WEMDAV_clean_pacmof,12,13234.327536231884,2.68579,0.06197,0.00115,0.00073,118.17172,2.7264,0.0323,0.0205,606.22321,13.98649,0.1657,0.10514,162.73231,3.75448,0.06986,0.04433
WEMDOJ_clean_pacmof,27,112.08584337349396,2.23275,0.03312,0.11288,0.00141,98.23827,1.45726,3.16222,0.0396,305.82674,4.5366,9.84434,0.12327,78.70611,1.16752,3.97918,0.04983
WEMCUO_clean_pacmof,12,8548.907196969696,2.65519,0.06027,0.00176,0.00165,116.82533,2.65159,0.04932,0.04612,590.00948,13.39148,0.24907,0.23293,159.05569,3.6101,0.10546,0.09863
WEMFEB_clean_pacmof,27,116.8653003234485,2.27413,0.02051,0.11027,0.0019,100.0588,0.90226,3.08918,0.05309,326.88792,2.94766,10.09221,0.17344,82.26829,0.74184,3.98927,0.06856
WEMDUP_clean_pacmof,27,42.68517040584079,0.84946,0.04574,0.11277,0.00262,37.37518,2.01231,3.15898,0.07337,118.09338,6.35824,9.98136,0.23181,30.09124,1.62014,3.99464,0.09277
WEMCOI_clean_pacmof,12,25184.14871794872,2.88877,0.05593,0.00065,0.00042,127.10222,2.46073,0.01832,0.01179,629.62935,12.18979,0.09075,0.05841,172.11848,3.33226,0.03897,0.02508
WENSIS_clean_pacmof,64,56.02272727272726,0.0435,0.00145,0.0044,0.00013,1.91375,0.06365,0.12329,0.0036,6.22092,0.20689,0.40076,0.01172,1.56325,0.05199,0.15817,0.00462
WEMHED_clean_pacmof,18,35.04275235137933,0.9161,0.02859,0.14814,0.00628,40.30741,1.25788,4.14994,0.17598,108.04849,3.37189,11.12436,0.47173,42.2111,1.31729,6.82585,0.28945
WEVQUJ_clean_pacmof,8,6.551018254721957,0.07304,0.00107,0.06318,0.00134,3.21367,0.04686,1.76979,0.03741,9.54939,0.13926,5.2589,0.11115,1.50403,0.02193,1.30092,0.0275
WERKUZ_clean_pacmof,24,2.3506172839506165,0.00112,0.00013,0.0027,8e-05,0.04912,0.00592,0.07554,0.00223,0.17516,0.0211,0.26935,0.00796,0.04534,0.00546,0.10951,0.00324
WESNIS_clean_pacmof,45,3.9457700650759215,0.00321,0.00043,0.00461,0.00026,0.14123,0.01896,0.12917,0.00726,0.39474,0.05299,0.36104,0.0203,0.07659,0.01028,0.11002,0.00619
WEMFIF_clean_pacmof,27,117.42843759443939,2.28571,0.02828,0.1103,0.00131,100.5684,1.24446,3.09,0.03668,335.22765,4.14821,10.3,0.12226,83.56979,1.03412,4.03293,0.04787
WENKEH_clean_pacmof,12,106.74758159298436,1.3891,0.02348,0.07374,0.00197,61.11864,1.033,2.06581,0.05507,183.62898,3.10363,6.20665,0.16545,45.03144,0.7611,2.39059,0.06373
WEVQOD_clean_pacmof,18,6.97389497161395,0.08093,0.00138,0.06576,0.00095,3.56087,0.06091,1.84203,0.02653,10.78617,0.18449,5.57966,0.08036,3.78047,0.06466,3.07157,0.04424
WEVQIX_clean_pacmof,18,7.430121527777778,0.1007,0.00231,0.0768,0.00117,4.43089,0.10146,2.15141,0.03285,12.13091,0.27779,5.89014,0.08993,4.20861,0.09637,3.20955,0.049
WESYAV_clean_pacmof,24,64.30466618808327,2.37114,0.0202,0.20895,0.00477,104.32721,0.88878,5.85342,0.13369,291.86052,2.4864,16.37522,0.37401,48.41195,0.41243,4.26617,0.09744
WEMYEU_clean_pacmof,6,56.146729899924225,2.52799,0.18282,0.25514,0.00822,111.2284,8.04396,7.14729,0.23013,245.81185,17.77694,15.79532,0.50859,63.07174,4.5613,6.36552,0.20496
WETPES_clean_pacmof,4,23.17508754748338,1.83743,0.06115,0.44928,0.0095,80.84462,2.69065,12.58584,0.26617,119.51713,3.97774,18.60635,0.3935,32.35393,1.07679,7.91101,0.16731
WEMNAF_clean_pacmof,36,86.04165308650022,2.32935,0.05429,0.15341,0.00326,102.48872,2.38868,4.29741,0.09144,290.72168,6.77577,12.19014,0.25939,89.46939,2.08524,5.89223,0.12538
WEVQOD01_clean_pacmof,18,7.14334181509754,0.08422,0.00112,0.06681,0.00243,3.70565,0.04925,1.87166,0.06814,11.50388,0.15289,5.81042,0.21152,3.93419,0.05229,3.12099,0.11362
WEMFOL_clean_pacmof,27,121.14078656114496,2.35006,0.03104,0.10993,0.00123,103.39962,1.36589,3.07957,0.03446,348.57854,4.60465,10.38179,0.11616,86.53922,1.14316,4.04817,0.04529
WENKOR_clean_pacmof,12,103.14094470561896,1.35509,0.02649,0.07445,0.00122,59.6225,1.16569,2.08556,0.03414,185.84033,3.63338,6.50058,0.10642,44.99206,0.87964,2.47185,0.04047
WEMNEJ_clean_pacmof,12,242.48642039996503,1.63336,0.01736,0.03817,0.00251,71.86585,0.76366,1.06934,0.07024,221.01828,2.34858,3.28869,0.21601,69.29416,0.73633,1.61944,0.10637
WERHIK_clean_pacmof,27,506.44202020202016,5.16124,0.12461,0.05775,0.00486,227.08822,5.48262,1.61784,0.13606,759.12487,18.32765,5.4082,0.45483,107.26142,2.58963,1.20021,0.10094
WENDIE_clean_pacmof,24,80.46440269229385,2.63005,0.0387,0.18522,0.00555,115.71911,1.70259,5.18868,0.15541,326.25517,4.80023,14.62883,0.43816,64.01403,0.94185,4.50818,0.13503
WENLEI_clean_pacmof,12,180.3369394077912,2.08862,0.04895,0.06563,0.00212,91.89675,2.15376,1.83849,0.0593,293.52276,6.87921,5.87222,0.18941,69.21362,1.62214,2.17483,0.07015
WEYQAU02_clean_pacmof,12,29.192960195497903,1.46164,0.02644,0.28372,0.00479,64.3102,1.16332,7.94785,0.13426,146.70683,2.6538,18.13094,0.30628,36.77077,0.66515,7.1375,0.12057
WEYQAU06_clean_pacmof,12,27.903104931225712,1.4236,0.00649,0.28911,0.00405,62.63673,0.28572,8.09904,0.11333,142.64583,0.65068,18.44437,0.25808,35.81393,0.16336,7.27328,0.10177
WEXQUL_clean_pacmof,20,334.8724742405994,1.47206,0.01542,0.02491,0.00207,64.76901,0.67855,0.69783,0.05786,333.90929,3.49818,3.59757,0.29831,66.3579,0.69519,1.12292,0.09311
WEYMIY_clean_pacmof,36,13.329081161027917,0.12723,0.00281,0.05409,0.00173,5.59806,0.12346,1.51523,0.04852,18.49764,0.40794,5.00679,0.16031,4.17695,0.09212,1.77573,0.05686
WEYQAU05_clean_pacmof,12,29.805386269408505,1.47584,0.01407,0.28059,0.00632,64.93535,0.61905,7.86028,0.17692,149.00725,1.42054,18.03701,0.40599,37.12821,0.35396,7.05886,0.15888
WEYQAU07_clean_pacmof,12,27.945234387342854,1.45667,0.02711,0.29538,0.00425,64.0917,1.1927,8.27464,0.11896,144.9905,2.69816,18.71918,0.26913,36.64584,0.68195,7.43097,0.10684
WEVZUT_clean_pacmof,8,495.0193268186752,2.68184,0.03335,0.0307,0.00245,117.99777,1.46743,0.8599,0.0686,375.88205,4.67449,2.7392,0.21852,115.35536,1.43456,1.32034,0.10533
WEYQAU08_clean_pacmof,12,27.533056222049492,1.43776,0.03858,0.29591,0.00566,63.2598,1.69754,8.28941,0.15862,142.66225,3.82826,18.69411,0.35771,36.17018,0.97061,7.44424,0.14245
WEXQOF01_clean_pacmof,48,89.01996133804,1.24607,0.00687,0.07932,0.00223,54.82567,0.30212,2.22212,0.06241,187.14101,1.03125,7.58493,0.21302,48.18124,0.26551,3.06715,0.08614
WEYQAU10_clean_pacmof,12,21.71482641607935,0.88083,0.0173,0.22986,0.0005,38.75561,0.76139,6.43913,0.014,85.56566,1.68101,14.21649,0.03091,21.90366,0.43032,5.71588,0.01243
WEYQAU09_clean_pacmof,12,26.64843122365655,1.42439,0.03287,0.30289,0.00463,62.67161,1.44635,8.48501,0.12966,140.69977,3.24709,19.04911,0.29108,35.83387,0.82698,7.61989,0.11644
WEXTAV_clean_pacmof,18,262.9248557739317,3.16345,0.13444,0.06818,0.00241,139.1881,5.91522,1.90998,0.06742,391.53297,16.63938,5.37274,0.18965,82.09713,3.48897,1.76941,0.06246
WEXNIW_clean_pacmof,64,269586.94444444444,2.85445,9e-05,6e-05,8e-05,125.5922,0.00414,0.00163,0.00232,536.84288,0.01771,0.00698,0.0099,127.99684,0.00422,0.00262,0.00371
WEVRUK_clean_pacmof,8,6.553986844216267,0.07209,0.00173,0.06233,0.00121,3.17172,0.07627,1.746,0.03394,9.13304,0.21961,5.02766,0.09773,1.45889,0.03508,1.26138,0.02452
WEWGAH_clean_pacmof,36,9211.51219512195,1.33296,0.08468,0.00082,0.00031,58.64882,3.72583,0.02286,0.00881,235.87553,14.98466,0.09196,0.03543,39.74528,2.52493,0.02434,0.00938
WEWTOI_clean_pacmof,30,662.3827534039333,1.5453,0.10174,0.01322,0.00141,67.99115,4.47663,0.37043,0.03963,372.78482,24.54465,2.03101,0.2173,69.55722,4.57974,0.59521,0.06368
WEXSEZ_clean_pacmof,4,50.86686507936507,2.56369,0.06889,0.2856,0.00384,112.79912,3.03103,8.00057,0.10745,230.12853,6.1838,16.32246,0.21922,63.60389,1.7091,7.08553,0.09516
WEYQAU04_clean_pacmof,12,31.15233629908566,1.4891,0.03187,0.27087,0.00501,65.51874,1.40204,7.5881,0.14024,151.13335,3.23412,17.50362,0.3235,37.46178,0.80165,6.81444,0.12594
WEYQAU01_clean_pacmof,12,25.070616883116884,0.92661,0.02412,0.20944,0.00576,40.76995,1.06132,5.86702,0.16126,92.78111,2.41526,13.35172,0.36697,23.04211,0.59983,5.20803,0.14314
WEYQAU03_clean_pacmof,12,27.3402743072908,1.44815,0.01643,0.30015,0.00516,63.71673,0.72307,8.40816,0.14455,143.38263,1.62713,18.92101,0.32529,36.43144,0.41343,7.55088,0.12981
WIFGUP_clean_pacmof,18,,0.02946,0.01533,0.0,1e-05,1.29629,0.67448,0.00013,0.00016,5.98398,3.11355,0.0006,0.00073,1.49444,0.77757,0.00023,0.00029
WEYQAU13_clean_pacmof,12,53.452402630247846,1.86486,0.01245,0.1977,0.00387,82.0518,0.54785,5.53839,0.10833,201.2036,1.34342,13.58098,0.26563,46.91492,0.31325,4.97371,0.09728
WIFGOJ_clean_pacmof,8,17.145877565463554,0.22802,0.0048,0.07536,0.00178,10.03278,0.21132,2.11118,0.04975,40.00022,0.84253,8.41717,0.19834,10.11061,0.21296,3.3416,0.07874
WICQIJ_clean_pacmof,8,147.3829712683952,2.22687,0.09319,0.08562,0.00353,97.97965,4.10011,2.39856,0.09877,231.84251,9.70182,5.67555,0.23371,57.19873,2.39357,2.19925,0.09056
WEYQAU12_clean_pacmof,12,37.87854526639707,1.63642,0.06065,0.24481,0.00513,72.00058,2.66839,6.85785,0.14375,170.80607,6.3302,16.26878,0.34101,41.16791,1.52571,6.15863,0.12909
WIDQEG_clean_pacmof,16,12.467339142021382,0.7045,0.02159,0.32021,0.00483,30.99697,0.95005,8.97024,0.13522,62.74924,1.92325,18.15905,0.27374,10.41784,0.3193,4.73518,0.07138
WIHCUM_clean_pacmof,45,148.49844236760123,0.02804,0.0049,0.00107,9e-05,1.23386,0.21544,0.03009,0.00241,4.24518,0.74125,0.10354,0.00829,0.91459,0.1597,0.03504,0.00281
WIBDAO_clean_pacmof,8,24526.109589041094,3.15954,0.00028,0.00073,0.0001,139.01587,0.01229,0.02048,0.00269,464.04005,0.04103,0.06835,0.00898,95.9994,0.00849,0.02221,0.00292
WIDTAF_clean_pacmof,12,998.2188713730866,2.57012,0.0244,0.01459,0.00086,113.0823,1.07349,0.40859,0.02399,375.8089,3.56757,1.35789,0.07974,122.56894,1.16355,0.69559,0.04085
